price,MatriculationMonth,MatriculationYear,km,cv,FuelType,gearboxType,Consume,city,province,Brand,Model,Preparation,Engine,Seats,ConsumeFuel,ConsumeFuelNotUrban,Emissions,Color,Metallizzato,Airbag,NumberDoors,EmissionClass,AirConditioning,Interior
823,No Mese,2004,182053.0,64.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.4 Business 5p.,1063.0,7.0,6.9,,108.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,Climatizzatore manuale,
8806,Giugno,2017,14076.0,130.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.7 Sport 5p.,1687.0,5.0,7.2,,94.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
3512,Gennaio,2009,84267.0,148.0,Diesel,Cambio manuale,,Roma,Roma,PEUGEOT,208,208 1.6 Business 5p.,2265.0,5.0,6.4,,123.0,Nero,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
3302,No Mese,2013,53415.0,66.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.7 Comfort 5p.,774.0,5.0,5.8,,108.0,Nero,,nan,2 o 3 porte,nan,nan,
4500,No Mese,2008,142498.0,84.0,Diesel,Cambio automatico,,Roma,Milano,BMW,X1,X1 1.2 Comfort 5p.,1327.0,4.0,7.9,,149.0,Grigio,,nan,nan,Euro 6,Climatizzatore automatico,
2216,Giugno,2007,108135.0,66.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.2 Base 5p.,1035.0,5.0,6.5,,154.0,Grigio,,Airbag anteriori e laterali,nan,Euro 5,nan,
20135,Marzo,2019,500.0,142.0,Diesel,Cambio manuale,,Roma,Torino,AUDI,A4,A4 1.4 Sport 5p.,1907.0,5.0,5.4,,125.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore automatico,
3768,Giugno,2011,77367.0,83.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.5 Base 5p.,1338.0,4.0,7.3,,131.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore manuale,
3142,Gennaio,2014,52872.0,53.0,Diesel,Cambio manuale,,Roma,Milano,DR,DR5,DR5 1.7 Base 5p.,682.0,7.0,7.4,,73.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
4916,No Mese,2013,87462.0,117.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.6 Comfort 5p.,1514.0,7.0,5.6,,125.0,Bianco,,nan,2 o 3 porte,Euro 5,nan,
20307,Marzo,2019,500.0,40.0,Diesel,Cambio automatico,,Roma,Milano,PORSCHE,Macan,Macan 1.6 Base 5p.,503.0,7.0,4.5,,150.0,Nero,,nan,2 o 3 porte,nan,Climatizzatore automatico,
14102,Giugno,2015,56739.0,136.0,Metano,Cambio manuale,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.6 Business 5p.,1548.0,7.0,6.3,,158.0,Nero,,Airbag conducente,4 o 5 porte,Euro 4,nan,
7453,Gennaio,2007,80671.0,157.0,Diesel,Cambio manuale,,Roma,Roma,AUDI,Q3,Q3 1.5 Base 5p.,2288.0,7.0,6.1,,108.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
1528,Giugno,2010,179794.0,58.0,Diesel,Cambio manuale,,Roma,Torino,OPEL,Astra,Astra 1.2 Business 5p.,837.0,5.0,6.8,,128.0,Bianco,,Airbag anteriori e laterali,nan,Euro 4,Climatizzatore manuale,
6342,Marzo,2016,74613.0,136.0,Benzina,Cambio manuale,,Roma,Roma,PEUGEOT,208,208 1.6 Sport 5p.,1990.0,5.0,6.4,,149.0,Grigio,,nan,4 o 5 porte,Euro 5,nan,
4073,Gennaio,2007,226672.0,125.0,Diesel,Cambio automatico,,Roma,Torino,BMW,Serie 1,Serie 1 1.8 Business 5p.,1703.0,5.0,5.5,,138.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,nan,
2916,Gennaio,2010,74297.0,80.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.6 Comfort 5p.,1239.0,5.0,3.9,,92.0,Nero,,nan,2 o 3 porte,nan,Climatizzatore manuale,
2800,Marzo,2014,88114.0,73.0,Elettrico,Cambio manuale,,Roma,Roma,FIAT,500,500 1.4 Comfort 5p.,1091.0,7.0,5.7,,111.0,Grigio,,Airbag anteriori e laterali,nan,Euro 5,nan,
1162,Gennaio,2004,320287.0,80.0,Diesel,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.6 Sport 5p.,1142.0,5.0,5.1,,142.0,Bianco,,nan,nan,Euro 4,nan,
2468,Giugno,2008,500.0,73.0,Diesel,Cambio automatico,,Roma,Roma,FIAT,500,500 1.8 Comfort 5p.,909.0,4.0,4.5,,152.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 6,nan,
2238,No Mese,2007,108895.0,78.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.6 Sport 5p.,957.0,5.0,6.4,,143.0,Bianco,,Airbag anteriori e laterali,nan,nan,nan,
1503,Marzo,2004,265969.0,45.0,Diesel,Cambio automatico,,Roma,Torino,MERCEDES-BENZ,Classe A,Classe A 1.3 Sport 5p.,730.0,5.0,5.0,,169.0,Grigio,,Airbag conducente,nan,Euro 6,Climatizzatore automatico,
2750,Gennaio,2008,111634.0,122.0,GPL,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.2 Base 5p.,1520.0,5.0,5.4,,111.0,Nero,,Airbag conducente,nan,nan,nan,
2059,Giugno,2006,102196.0,105.0,Benzina,Cambio manuale,,Roma,Torino,PEUGEOT,308,308 1.3 Sport 5p.,1581.0,7.0,7.3,,90.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
915,Marzo,2004,283746.0,66.0,Diesel,Cambio manuale,,Roma,Torino,PEUGEOT,208,208 1.6 Base 5p.,799.0,5.0,4.1,,101.0,Bianco,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore automatico,
4008,Marzo,2014,72574.0,114.0,Diesel,Cambio manuale,,Roma,Roma,RENAULT,Megane,Megane 1.7 Business 5p.,1589.0,5.0,5.2,,65.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,nan,nan,
2946,No Mese,2009,139472.0,119.0,Diesel,Cambio automatico,,Roma,Roma,OPEL,Astra,Astra 1.5 Base 5p.,1852.0,4.0,3.9,,113.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore manuale,
52690,Gennaio,2019,500.0,194.0,Diesel,Cambio automatico,,Roma,Milano,PORSCHE,Macan,Macan 1.8 Comfort 5p.,2396.0,5.0,8.3,,83.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,nan,
1349,Giugno,2004,225703.0,90.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.4 Sport 5p.,1161.0,5.0,8.0,,105.0,Bianco,,Airbag conducente,nan,Euro 6,Climatizzatore manuale,
1977,No Mese,2013,136743.0,46.0,Diesel,Cambio manuale,,Roma,Roma,OPEL,Corsa,Corsa 1.8 Business 5p.,630.0,5.0,4.7,,149.0,Bianco,,nan,2 o 3 porte,nan,Climatizzatore manuale,
9187,Marzo,2010,129568.0,94.0,Diesel,Cambio manuale,,Roma,Milano,PORSCHE,Cayenne,Cayenne 1.3 Sport 5p.,1429.0,5.0,5.0,,102.0,Grigio,,nan,2 o 3 porte,Euro 6,Climatizzatore manuale,
5501,Gennaio,2017,21960.0,90.0,Benzina,Cambio automatico,,Roma,Milano,RENAULT,Megane,Megane 1.6 Business 5p.,1017.0,5.0,6.1,,142.0,Grigio,,nan,2 o 3 porte,Euro 4,Climatizzatore manuale,
4451,Gennaio,2008,102545.0,80.0,Metano,Cambio manuale,,Roma,Roma,AUDI,A4,A4 1.6 Comfort 5p.,1015.0,5.0,5.9,,144.0,Bianco,,nan,4 o 5 porte,Euro 5,Climatizzatore automatico,
1566,Gennaio,2007,101786.0,80.0,Diesel,Cambio automatico,,Roma,Torino,RENAULT,Megane,Megane 1.7 Base 5p.,1354.0,5.0,3.7,,135.0,Grigio,,Airbag conducente,4 o 5 porte,nan,nan,
2104,Gennaio,2006,275576.0,137.0,Diesel,Cambio automatico,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.8 Business 5p.,2060.0,4.0,5.6,,162.0,Grigio,,Airbag conducente,2 o 3 porte,nan,Climatizzatore manuale,
2124,Giugno,2003,230912.0,76.0,Diesel,Cambio automatico,,Roma,Roma,MERCEDES-BENZ,Classe C,Classe C 1.3 Business 5p.,993.0,5.0,6.3,,97.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore automatico,
1605,No Mese,2008,188808.0,84.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Panda,Panda 1.4 Comfort 5p.,961.0,7.0,6.5,,107.0,Nero,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
1269,Giugno,2004,232643.0,92.0,GPL,Cambio automatico,,Roma,Milano,PEUGEOT,308,308 1.7 Business 5p.,1208.0,5.0,7.2,,159.0,Nero,,nan,nan,nan,Climatizzatore manuale,
934,Marzo,2005,236666.0,81.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,500,500 1.7 Sport 5p.,1155.0,5.0,4.6,,142.0,Nero,,nan,2 o 3 porte,Euro 4,Climatizzatore automatico,
2101,Giugno,2008,58038.0,67.0,Diesel,Cambio automatico,,Roma,Roma,FORD,Focus,Focus 1.2 Comfort 5p.,853.0,4.0,5.9,,139.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
5637,Giugno,2009,227300.0,150.0,GPL,Cambio automatico,,Roma,Roma,MERCEDES-BENZ,Classe A,Classe A 1.5 Comfort 5p.,2124.0,5.0,6.1,,103.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
1745,Marzo,2009,161230.0,78.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.7 Base 5p.,1005.0,4.0,6.8,,145.0,Bianco,,Airbag conducente,2 o 3 porte,nan,Climatizzatore manuale,
608,Gennaio,2006,306667.0,40.0,Benzina,Cambio manuale,,Roma,Milano,RENAULT,Megane,Megane 1.5 Sport 5p.,483.0,5.0,6.7,,139.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,nan,
3329,Giugno,2008,184513.0,95.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,Q3,Q3 1.4 Comfort 5p.,1216.0,7.0,7.8,,111.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
11088,No Mese,2016,17420.0,84.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe C,Classe C 1.7 Business 5p.,1152.0,4.0,6.6,,129.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
3446,Giugno,2013,76718.0,81.0,Diesel,Cambio automatico,,Roma,Roma,FIAT,Panda,Panda 1.7 Sport 5p.,1088.0,5.0,5.0,,92.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,nan,
3419,Giugno,2015,36240.0,41.0,Benzina,Cambio automatico,,Roma,Torino,FORD,Focus,Focus 1.6 Business 5p.,586.0,5.0,2.3,,101.0,Nero,,nan,2 o 3 porte,nan,Climatizzatore automatico,
1920,Giugno,2009,120538.0,81.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Panda,Panda 1.3 Business 5p.,1191.0,5.0,4.2,,101.0,Grigio,,nan,2 o 3 porte,Euro 5,Climatizzatore manuale,
3199,Marzo,2011,148526.0,104.0,Benzina,Cambio automatico,,Roma,Torino,OPEL,Corsa,Corsa 1.2 Comfort 5p.,1520.0,5.0,6.1,,170.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore automatico,
2500,Giugno,2012,106297.0,49.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.4 Base 5p.,673.0,5.0,7.0,,151.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore automatico,
5410,Gennaio,2017,19878.0,77.0,Diesel,Cambio automatico,,Roma,Roma,RENAULT,Clio,Clio 1.8 Sport 5p.,986.0,5.0,3.6,,122.0,Nero,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
1495,No Mese,2006,86708.0,83.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.8 Business 5p.,1132.0,5.0,6.9,,128.0,Nero,,Airbag conducente,2 o 3 porte,Euro 6,nan,
2234,Giugno,2014,88567.0,65.0,Diesel,Cambio manuale,,Roma,Roma,OPEL,Astra,Astra 1.6 Comfort 5p.,775.0,4.0,5.0,,132.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore automatico,
1757,Giugno,2004,241766.0,140.0,Benzina,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.2 Base 5p.,1491.0,5.0,4.2,,80.0,Grigio,,nan,nan,Euro 4,Climatizzatore automatico,
3942,Giugno,2008,236089.0,132.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.6 Sport 5p.,1699.0,5.0,7.4,,115.0,Nero,,Airbag conducente,4 o 5 porte,Euro 5,Climatizzatore manuale,
908,Giugno,2004,277535.0,97.0,Benzina,Cambio manuale,,Roma,Milano,FIAT,Tipo,Tipo 1.7 Business 5p.,1309.0,7.0,4.2,,82.0,Nero,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore automatico,
4326,Gennaio,2017,25750.0,57.0,Diesel,Cambio manuale,,Roma,Roma,FORD,Focus,Focus 1.3 Business 5p.,860.0,5.0,5.1,,146.0,Nero,,Airbag anteriori e laterali,nan,nan,Climatizzatore manuale,
3514,Giugno,2014,47784.0,68.0,Benzina,Cambio automatico,,Roma,Roma,RENAULT,Clio,Clio 1.6 Base 5p.,902.0,4.0,5.2,,128.0,Grigio,,nan,4 o 5 porte,Euro 6,Climatizzatore manuale,
8477,Giugno,2018,17540.0,95.0,Diesel,Cambio automatico,,Roma,Torino,OPEL,Astra,Astra 1.8 Business 5p.,1409.0,5.0,5.0,,95.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
2301,No Mese,2010,132558.0,71.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,Panda,Panda 1.5 Business 5p.,1055.0,4.0,6.6,,86.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,nan,
818,Giugno,2004,276289.0,73.0,Diesel,Cambio automatico,,Roma,Roma,RENAULT,Megane,Megane 1.5 Business 5p.,1112.0,5.0,5.9,,111.0,Nero,,nan,2 o 3 porte,Euro 5,nan,
6226,Marzo,2016,61459.0,115.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.5 Sport 5p.,1606.0,5.0,5.9,,132.0,Nero,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore automatico,
14315,Giugno,2009,120741.0,156.0,Metano,Cambio automatico,,Roma,Roma,PORSCHE,Cayenne,Cayenne 1.4 Comfort 5p.,2184.0,5.0,4.8,,147.0,Nero,,nan,4 o 5 porte,Euro 4,Climatizzatore automatico,
1450,Gennaio,2007,165263.0,46.0,Elettrico,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.7 Business 5p.,612.0,5.0,4.6,,96.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 6,Climatizzatore manuale,
4814,No Mese,2017,23276.0,85.0,Benzina,Cambio manuale,,Roma,Torino,RENAULT,Clio,Clio 1.3 Sport 5p.,1213.0,5.0,5.3,,170.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore automatico,
2300,Marzo,2007,186272.0,97.0,Benzina,Cambio manuale,,Roma,Torino,VOLKSWAGEN,Passat,Passat 1.6 Comfort 5p.,1659.0,5.0,3.9,,125.0,Bianco,,Airbag anteriori e laterali,nan,Euro 5,Climatizzatore manuale,
1616,No Mese,2009,129240.0,81.0,Diesel,Cambio manuale,,Roma,Roma,FIAT,Tipo,Tipo 1.4 Sport 5p.,1125.0,5.0,6.2,,113.0,Bianco,,nan,4 o 5 porte,Euro 4,Climatizzatore manuale,
1284,Marzo,2006,307361.0,92.0,Elettrico,Cambio manuale,,Roma,Roma,FORD,Focus,Focus 1.8 Sport 5p.,1093.0,5.0,4.0,,146.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,nan,nan,
2687,Gennaio,2005,68154.0,65.0,Diesel,Cambio manuale,,Roma,Milano,AUDI,A4,A4 1.8 Business 5p.,1086.0,4.0,5.1,,163.0,Bianco,,nan,nan,Euro 6,nan,
7202,Giugno,2012,126425.0,129.0,Diesel,Cambio manuale,,Roma,Milano,BMW,X1,X1 1.8 Comfort 5p.,1657.0,5.0,6.6,,120.0,Grigio,,Airbag anteriori e laterali,nan,Euro 6,nan,
10207,No Mese,2014,129250.0,131.0,Benzina,Cambio automatico,,Roma,Roma,AUDI,Q3,Q3 1.2 Comfort 5p.,1951.0,5.0,3.7,,134.0,Nero,,Airbag anteriori e laterali,nan,Euro 4,Climatizzatore automatico,
2028,Marzo,2003,214308.0,92.0,Benzina,Cambio manuale,,Roma,Milano,BMW,X1,X1 1.7 Business 5p.,1120.0,5.0,6.3,,176.0,Nero,,nan,4 o 5 porte,Euro 5,nan,
3218,Gennaio,2014,49741.0,55.0,Elettrico,Cambio manuale,,Roma,Roma,FORD,Fiesta,Fiesta 1.3 Sport 5p.,773.0,5.0,6.4,,113.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore automatico,
844,No Mese,2003,307208.0,62.0,Diesel,Cambio automatico,,Roma,Torino,FORD,Focus,Focus 1.6 Comfort 5p.,729.0,4.0,5.8,,187.0,Nero,,nan,nan,Euro 4,nan,
1017,Gennaio,2004,175318.0,78.0,Benzina,Cambio automatico,,Roma,Torino,FIAT,500,500 1.6 Business 5p.,1193.0,4.0,6.6,,136.0,Bianco,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore manuale,
3000,No Mese,2010,120069.0,105.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Passat,Passat 1.2 Comfort 5p.,1544.0,7.0,5.7,,113.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore manuale,
4200,No Mese,2019,500.0,61.0,Benzina,Cambio manuale,,Roma,Torino,FIAT,500,500 1.4 Comfort 5p.,674.0,5.0,4.8,,117.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore manuale,
1854,No Mese,2006,178277.0,102.0,Benzina,Cambio automatico,,Roma,Milano,FORD,Focus,Focus 1.2 Business 5p.,1156.0,5.0,5.1,,132.0,Grigio,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore manuale,
1751,Gennaio,2004,191631.0,103.0,GPL,Cambio automatico,,Roma,Milano,VOLKSWAGEN,Polo,Polo 1.3 Business 5p.,1187.0,4.0,6.1,,124.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 4,Climatizzatore manuale,
11259,Gennaio,2016,47765.0,92.0,Benzina,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.6 Base 5p.,1084.0,7.0,5.6,,115.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
1552,Marzo,2007,160336.0,80.0,Benzina,Cambio manuale,,Roma,Torino,RENAULT,Megane,Megane 1.8 Base 5p.,932.0,7.0,6.1,,118.0,Grigio,,Airbag conducente,4 o 5 porte,Euro 4,Climatizzatore manuale,
1625,Giugno,2008,150545.0,70.0,Benzina,Cambio automatico,,Roma,Roma,FIAT,Panda,Panda 1.3 Sport 5p.,963.0,4.0,5.6,,122.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,Climatizzatore automatico,
5601,No Mese,2017,32423.0,63.0,Diesel,Cambio manuale,,Roma,Milano,FORD,Fiesta,Fiesta 1.2 Base 5p.,836.0,7.0,6.3,,123.0,Nero,,Airbag conducente,4 o 5 porte,nan,Climatizzatore automatico,
7068,Gennaio,2016,54374.0,112.0,Diesel,Cambio automatico,,Roma,Roma,FORD,Fiesta,Fiesta 1.2 Comfort 5p.,1546.0,5.0,5.8,,96.0,Nero,,nan,2 o 3 porte,Euro 4,Climatizzatore manuale,
7398,No Mese,2018,18582.0,97.0,Diesel,Cambio automatico,,Roma,Milano,FORD,Focus,Focus 1.7 Comfort 5p.,1480.0,5.0,7.9,,127.0,Grigio,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
2301,Giugno,2012,186435.0,60.0,Diesel,Cambio manuale,,Roma,Roma,OPEL,Corsa,Corsa 1.2 Sport 5p.,690.0,7.0,5.2,,131.0,Grigio,,Airbag conducente,nan,Euro 5,nan,
11506,Giugno,2015,36853.0,146.0,Diesel,Cambio automatico,,Roma,Roma,BMW,Serie 3,Serie 3 1.7 Business 5p.,1509.0,5.0,5.3,,135.0,Grigio,,nan,nan,Euro 6,Climatizzatore automatico,
1012,Giugno,2005,124407.0,58.0,Diesel,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.2 Business 5p.,868.0,5.0,4.3,,120.0,Nero,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore manuale,
17587,Marzo,2009,140097.0,189.0,Diesel,Cambio automatico,,Roma,Milano,PORSCHE,Macan,Macan 1.5 Comfort 5p.,3013.0,5.0,2.8,,128.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,nan,Climatizzatore manuale,
1887,Giugno,2009,179778.0,64.0,Diesel,Cambio manuale,,Roma,Roma,VOLKSWAGEN,Golf,Golf 1.6 Business 5p.,686.0,5.0,7.2,,123.0,Nero,,Airbag conducente,4 o 5 porte,Euro 6,Climatizzatore manuale,
3529,Gennaio,2014,102108.0,92.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Clio,Clio 1.7 Business 5p.,1197.0,5.0,7.9,,76.0,Bianco,,nan,nan,Euro 5,Climatizzatore manuale,
1529,Giugno,2004,201618.0,93.0,Benzina,Cambio automatico,,Roma,Roma,PEUGEOT,308,308 1.7 Comfort 5p.,1193.0,5.0,5.5,,110.0,Bianco,,Airbag conducente,nan,Euro 5,Climatizzatore manuale,
16556,Marzo,2016,45315.0,163.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.3 Base 5p.,2278.0,4.0,1.6,,116.0,Nero,,Airbag conducente,nan,Euro 5,nan,
1560,Marzo,2009,175491.0,66.0,Diesel,Cambio manuale,,Roma,Milano,FIAT,Panda,Panda 1.2 Comfort 5p.,815.0,5.0,5.4,,123.0,Bianco,,nan,4 o 5 porte,nan,Climatizzatore manuale,
4824,Giugno,2015,75893.0,101.0,Benzina,Cambio manuale,,Roma,Torino,OPEL,Astra,Astra 1.5 Comfort 5p.,1298.0,5.0,7.0,,120.0,Bianco,,Airbag conducente,nan,nan,nan,
3923,Giugno,2007,110619.0,133.0,Benzina,Cambio automatico,,Roma,Roma,BMW,X1,X1 1.6 Sport 5p.,1830.0,5.0,4.9,,126.0,Grigio,,Airbag anteriori e laterali,4 o 5 porte,Euro 4,Climatizzatore manuale,
2734,Marzo,2012,176274.0,81.0,Benzina,Cambio manuale,,Roma,Milano,VOLKSWAGEN,Passat,Passat 1.2 Base 5p.,1143.0,4.0,5.8,,60.0,Nero,,Airbag anteriori e laterali,nan,nan,Climatizzatore manuale,
933,No Mese,2003,394440.0,128.0,Benzina,Cambio automatico,,Roma,Torino,FORD,Focus,Focus 1.2 Business 5p.,1523.0,5.0,7.3,,124.0,Nero,,Airbag anteriori e laterali,nan,Euro 6,Climatizzatore automatico,
2907,No Mese,2010,172218.0,125.0,Diesel,Cambio automatico,,Roma,Milano,RENAULT,Clio,Clio 1.6 Sport 5p.,1802.0,5.0,5.9,,103.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,nan,Climatizzatore automatico,
4604,Gennaio,2009,169332.0,106.0,Diesel,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe C,Classe C 1.4 Business 5p.,1589.0,5.0,3.7,,115.0,Bianco,,nan,4 o 5 porte,Euro 6,Climatizzatore automatico,
9573,Marzo,2016,59930.0,85.0,Diesel,Cambio manuale,,Roma,Roma,AUDI,A4,A4 1.7 Business 5p.,1228.0,5.0,4.6,,190.0,Bianco,,Airbag anteriori e laterali,2 o 3 porte,Euro 5,Climatizzatore automatico,
10797,Giugno,2015,70140.0,131.0,Benzina,Cambio manuale,,Roma,Milano,MERCEDES-BENZ,Classe A,Classe A 1.7 Comfort 5p.,1640.0,5.0,4.3,,106.0,Grigio,,nan,2 o 3 porte,nan,Climatizzatore automatico,
5809,No Mese,2010,169858.0,128.0,Benzina,Cambio manuale,,Roma,Roma,BMW,X1,X1 1.6 Sport 5p.,1829.0,5.0,5.1,,93.0,Bianco,,nan,4 o 5 porte,nan,nan,
1842,Marzo,2006,85121.0,77.0,Benzina,Cambio manuale,,Roma,Milano,FORD,Focus,Focus 1.6 Comfort 5p.,1124.0,4.0,5.6,,118.0,Nero,,Airbag anteriori e laterali,2 o 3 porte,Euro 4,nan,
1091,Marzo,2008,274363.0,40.0,Diesel,Cambio automatico,,Roma,Milano,DR,DR5,DR5 1.5 Business 5p.,550.0,5.0,6.7,,107.0,Grigio,,nan,nan,Euro 5,Climatizzatore automatico,
1253,Gennaio,2005,230594.0,93.0,Benzina,Cambio automatico,,Roma,Roma,RENAULT,Clio,Clio 1.2 Base 5p.,1347.0,4.0,7.5,,153.0,Bianco,,Airbag conducente,2 o 3 porte,Euro 4,nan,
6420,Giugno,2019,500.0,72.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Fiesta,Fiesta 1.7 Comfort 5p.,1100.0,7.0,3.3,,124.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore automatico,
1740,Giugno,2005,156098.0,97.0,Diesel,Cambio manuale,,Roma,Torino,FORD,Focus,Focus 1.4 Base 5p.,1505.0,4.0,6.5,,50.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 5,Climatizzatore automatico,
1857,No Mese,2010,193353.0,78.0,Benzina,Cambio automatico,,Roma,Torino,FIAT,Tipo,Tipo 1.8 Business 5p.,1172.0,5.0,3.3,,160.0,Bianco,,Airbag anteriori e laterali,4 o 5 porte,Euro 6,Climatizzatore manuale,
1352,Giugno,2008,239951.0,76.0,Diesel,Cambio manuale,,Roma,Milano,RENAULT,Megane,Megane 1.3 Business 5p.,988.0,5.0,5.6,,141.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 6,Climatizzatore automatico,
79288,Gennaio,2011,102724.0,301.0,Benzina,Cambio manuale,,Roma,Milano,FERRARI,F430,F430 1.2 Base 5p.,2965.0,7.0,4.5,,128.0,Nero,,Airbag conducente,2 o 3 porte,Euro 5,Climatizzatore automatico,
3824,No Mese,2013,92271.0,80.0,Diesel,Cambio automatico,,Roma,Torino,PEUGEOT,308,308 1.5 Sport 5p.,1222.0,4.0,5.2,,124.0,Grigio,,Airbag conducente,2 o 3 porte,Euro 4,nan,
7946,Marzo,2018,18484.0,133.0,Diesel,Cambio manuale,,Roma,Roma,RENAULT,Megane,Megane 1.6 Comfort 5p.,1913.0,7.0,6.8,,98.0,Bianco,,nan,2 o 3 porte,nan,Climatizzatore manuale,
